,Serial Number,Word,Frequency
1425,1425,24th,7
1426,1426,28th,6
1427,1427,29th,5
1428,1428,18th,9
1429,1429,4th,8
1430,1430,9th,7
1431,1431,claims,74
1432,1432,precedent,9
1433,1433,reading,141
1434,1434,statement,141
1435,1435,dismiss,5
1436,1436,9,62
1437,1437,mammoth,4
1438,1438,care,162
1439,1439,whereby,19
1440,1440,social,380
1441,1441,security,91
1442,1442,70,24
1443,1443,workers,86
1444,1444,raised,101
1445,1445,americans,93
1446,1446,covered,104
1447,1447,railroad,58
1448,1448,retirement,26
1449,1449,programs,139
1450,1450,message,64
1451,1451,tied,34
1452,1452,aged,18
1453,1453,requests,14
1454,1454,grants,20
1455,1455,finance,31
1456,1456,dental,12
1457,1457,scholarships,8
1458,1458,build,86
1459,1459,20,92
1460,1460,expand,13
1461,1461,capitol,22
1462,1462,hill,72
1463,1463,financed,16
1464,1464,payroll,16
1465,1465,worker,30
1466,1466,employer,15
1467,1467,alone,195
1468,1468,boost,15
1469,1469,base,91
1470,1470,"$5,000",6
1471,1471,imposed,19
1472,1472,those,850
1473,1473,rise,102
1474,1474,7.5,4
1475,1475,starting,68
1476,1476,1963,8
1477,1477,levy,7
1478,1478,already,273
1479,1479,1.5,12
1480,1480,billion,62
1481,1481,benefits,33
1482,1482,figures,113
1483,1483,higher,160
1484,1484,parts,113
1485,1485,entail,5
1486,1486,750,4
1487,1487,nursing,17
1488,1488,carries,22
1489,1489,systems,129
1490,1490,full,230
1491,1491,payment,53
1492,1492,stays,5
1493,1493,90,11
1494,1494,illness,20
1495,1495,patient,86
1496,1496,nine,81
1497,1497,180,8
1498,1498,following,221
1499,1499,discharge,19
1500,1500,300,25
1501,1501,formula,59
1502,1502,allowing,31
1503,1503,use,591
1504,1504,part,500
1505,1505,diagnostic,10
1506,1506,service,315
1507,1507,excess,42
1508,1508,$20,6
1509,1509,visiting,36
1510,1510,nurse,17
1511,1511,noted,90
1512,1512,states,603
1513,1513,needy,6
1514,1514,modest,29
1515,1515,wish,110
1516,1516,staggered,12
1517,1517,drain,18
1518,1518,caused,90
1519,1519,extended,55
1520,1520,stay,113
1521,1521,cut,192
1522,1522,absolutely,27
1523,1523,essential,81
1524,1524,sufficient,63
1525,1525,deductible,5
1526,1526,requirements,83
1527,1527,discourage,9
1528,1528,unnecessary,16
1529,1529,hospitals,20
1530,1530,medicine,30
1531,1531,absolute,30
1532,1532,freedom,128
1533,1533,guaranteed,13
1534,1534,choose,50
1535,1535,wouldn't,129
1536,1536,doctors,30
1537,1537,apart,57
1538,1538,president's,28
1539,1539,ambitious,16
1540,1540,enlarge,7
1541,1541,nation's,37
1542,1542,47,9
1543,1543,handle,53
1544,1544,student,131
1545,1545,needed,187
1546,1546,rising,62
1547,1547,moreover,88
1548,1548,qualified,24
1549,1549,young,385
1550,1550,going,399
1551,1551,can't,169
1552,1552,afford,40
1553,1553,contributions,29
1554,1554,scholarship,36
1555,1555,equal,90
1556,1556,"$1,500",4
1557,1557,one-fourth,6
1558,1558,based,119
1559,1559,"$2,000",6
1560,1560,government,418
1561,1561,21,47
1562,1562,1966,4
1563,1563,matching,33
1564,1564,totaling,6
1565,1565,700,6
1566,1566,constructing,7
1567,1567,capacity,83
1568,1568,existing,60
1569,1569,area,324
1570,1570,doubling,7
1571,1571,dollar,46
1572,1572,initial,68
1573,1573,appropriation,5
1574,1574,improve,39
1575,1575,unspecified,4
1576,1576,sum,45
1577,1577,experimental,38
1578,1578,field,274
1579,1579,children's,23
1580,1580,bureau,43
1581,1581,national,375
1582,1582,asks,18
1583,1583,vocational,77
1584,1584,rehabilitation,22
1585,1585,how,834
1586,1586,facilities,100
1587,1587,propose,13
1588,1588,increasing,74
1589,1589,direct,129
1590,1590,combine,17
1591,1591,indispensable,15
1592,1592,elements,107
1593,1593,sound,204
1594,1594,knowledge,145
1595,1595,reaction,124
1596,1596,along,355
1597,1597,lines,198
1598,1598,placing,27
1599,1599,criticized,14
1600,1600,backed,24
1601,1601,hailed,7
1602,1602,republican,54
1603,1603,leader,74
1604,1604,ill.,13
1605,1605,persuade,17
1606,1606,change,240
1607,1607,compulsory,7
1608,1608,voluntary,22
1609,1609,enacted,12
1610,1610,rayburn,39
1611,1611,tex.,7
1612,1612,mighty,29
1613,1613,thing,333
1614,1614,prediction,10
1615,1615,fate,33
1616,1616,hastily,15
1617,1617,pressure,185
1618,1618,tonight,38
1619,1619,confirmed,20
1620,1620,weaver,4
1621,1621,housing,59
1622,1622,11,62
1623,1623,floor,158
1624,1624,record,137
1625,1625,scattered,27
1626,1626,customary,14
1627,1627,ignored,29
1628,1628,speed,83
1629,1629,negro,107
1630,1630,administrator,15
1631,1631,presidential,34
1632,1632,appointments,6
1633,1633,cabinet,17
1634,1634,rank,24
1635,1635,immediate,81
1636,1636,rule,73
1637,1637,requiring,16
1638,1638,hour,145
1639,1639,enforce,9
1640,1640,demand,102
1641,1641,wayne,12
1642,1642,morse,29
1643,1643,connection,69
1644,1644,eisenhower's,11
1645,1645,selections,15
1646,1646,1953,26
1647,1647,kennedy's,26
1648,1648,oslo,5
1649,1649,positive,74
1650,1650,element,52
1651,1651,emerge,18
1652,1652,north,206
1653,1653,atlantic,40
1654,1654,treaty,20
1655,1655,organization,128
1656,1656,foreign,158
1657,1657,ministers,12
1658,1658,freer,5
1659,1659,wider,17
1660,1660,discussions,32
1661,1661,animated,5
1662,1662,mutual,26
1663,1663,understanding,121
1664,1664,meetings,28
1665,1665,nature,191
1666,1666,proceed,18
1667,1667,route,43
1668,1668,step,131
1669,1669,dramatic,63
1670,1670,changes,131
1671,1671,met,132
1672,1672,climate,26
1673,1673,genuine,34
1674,1674,attempt,95
1675,1675,another's,5
1676,1676,atmosphere,79
1677,1677,particularly,146
1678,1678,noticeable,11
1679,1679,concerned,135
1680,1680,powers,73
1681,1681,never,697
1682,1682,nightmare,9
1683,1683,clash,5
1684,1684,africa,45
1685,1685,difficulties,46
1686,1686,tragedies,7
1687,1687,facing,34
1688,1688,allies,30
1689,1689,intellectually,5
1690,1690,emotionally,13
1691,1691,disapprove,4
1692,1692,circumstances,84
1693,1693,troubles,22
1694,1694,conspicuous,6
1695,1695,absence,53
1696,1696,explosion,16
1697,1697,avoided,19
1698,1698,portugal,4
1699,1699,few,601
1700,1700,weeks,141
1701,1701,ago,246
1702,1702,walk,100
1703,1703,nato,25
1704,1704,critics,26
1705,1705,policy,222
1706,1706,prove,53
1707,1707,harsh,12
1708,1708,relaxation,7
1709,1709,tension,59
1710,1710,remarkably,18
1711,1711,courteous,6
1712,1712,explanation,43
1713,1713,basic,171
1714,1714,positions,54
1715,1715,unchanged,9
1716,1716,bitter,53
1717,1717,surprises,5
1718,1718,un,13
1719,1719,assembly,50
1720,1720,ad,12
1721,1721,discussed,65
1722,1722,advance,59
1723,1723,canada,34
1724,1724,somewhat,127
1725,1725,allied,29
1726,1726,cars,112
1727,1727,track,38
1728,1728,behind,258
1729,1729,daily,122
1730,1730,manifestations,9
1731,1731,atomic,46
1732,1732,arms,121
1733,1733,heart,173
1734,1734,alliance,20
1735,1735,closer,61
1736,1736,line,298
1737,1737,negative,53
1738,1738,side,381
1739,1739,balance,90
1740,1740,sheet,45
1741,1741,disappointment,15
1742,1742,united,482
1743,1743,leadership,92
1744,1744,hoped,48
1745,1745,diplomat,5
1746,1746,described,120
1747,1747,tenor,6
1748,1748,dean,40
1749,1749,speeches,21
1750,1750,hastened,9
1751,1751,add,88
1752,1752,always,458
1753,1753,clear,219
1754,1754,mr.,844
1755,1755,analysis,108
1756,1756,various,201
1757,1757,global,4
1758,1758,danger,70
1759,1759,points,143
1760,1760,firmly,49
1761,1761,fixed,87
1762,1762,exploratory,4
1763,1763,mood,37
1764,1764,tactical,8
1765,1765,appreciation,22
1766,1766,affair,33
1767,1767,fewer,33
1768,1768,soviet,129
1769,1769,correspondents,5
1770,1770,impression,45
1771,1771,popularity,17
1772,1772,came,622
1773,1773,tentative,15
1774,1774,frame,74
1775,1775,mind,325
1776,1776,listen,51
1777,1777,learn,84
1778,1778,scale,60
1779,1779,detailed,52
1780,1780,application,68
1781,1781,individual,239
1782,1782,spots,32
1783,1783,speech,61
1784,1784,gave,285
1785,1785,tremendous,37
1786,1786,events,101
1787,1787,inside,174
1788,1788,preoccupied,11
1789,1789,months,189
1790,1790,core,43
1791,1791,states',9
1792,1792,profound,27
1793,1793,attachment,5
1794,1794,nuclear,115
1795,1795,submarines,20
1796,1796,eventually,52
1797,1797,disposal,20
1798,1798,european,61
1799,1799,waters,42
1800,1800,solemnly,9
1801,1801,repeated,59
1802,1802,union,182
1803,1803,stand,148
1804,1804,affirmation,4
1805,1805,once,499
1806,1806,again,577
1807,1807,whole,309
1808,1808,surveyed,9
1809,1809,secretary's,9
1810,1810,greatest,88
1811,1811,achievement,65
1812,1812,perhaps,307
1813,1813,realization,24
1814,1814,east-west,7
1815,1815,friction,17
1816,1816,wherever,27
1817,1817,around,562
1818,1818,globe,13
1819,1819,essence,15
1820,1820,entirely,91
1821,1821,different,312
1822,1822,societies,41
1823,1823,treated,75
1824,1824,regard,89
1825,1825,geographical,16
1826,1826,distance,108
1827,1827,lack,110
1828,1828,apparent,57
1829,1829,spring,127
1830,1830,impetus,6
1831,1831,main,119
1832,1832,directions,30
1833,1833,deeper,37
1834,1834,timely,9
1835,1835,consultation,10
1836,1836,within,359
1837,1837,economic,243
1838,1838,cooperation,39
1839,1839,ratified,4
1840,1840,method,142
1841,1841,coordinating,4
1842,1842,underdeveloped,10
1843,1843,countries,151
1844,1844,strengthening,12
1845,1845,conventional,51
1846,1846,forces,175
1847,1847,maintenance,64
1848,1848,deterrent,8
1849,1849,threshold,15
1850,1850,difficult,161
1851,1851,come,630
1852,1852,ally,9
1853,1853,laid,77
1854,1854,completely,110
1855,1855,fulfilled,11
1856,1856,moves,36
1857,1857,geneva,17
1858,1858,conference,96
1859,1859,laos,64
1860,1860,optimism,15
1861,1861,communists,39
1862,1862,docile,4
1863,1863,table,198
1864,1864,military,212
1865,1865,ground,186
1866,1866,explain,64
1867,1867,mainly,31
1868,1868,interested,105
1869,1869,setting,60
1870,1870,international,155
1871,1871,inspection,21
1872,1872,prevent,83
1873,1873,communist,97
1874,1874,attacks,22
1875,1875,neighboring,24
1876,1876,thailand,4
1877,1877,south,240
1878,1878,viet,16
1879,1879,nam,13
1880,1880,count,49
1881,1881,neutral,39
1882,1882,attending,23
1883,1883,hopes,49
1884,1884,lao,17
1885,1885,dominated,20
1886,1886,acceptable,21
1887,1887,possibility,87
1888,1888,modified,13
1889,1889,inclination,8
1890,1890,facto,7
1891,1891,cease-fire,7
1892,1892,insist,27
1893,1893,verification,4
1894,1894,control,223
1895,1895,participating,15
1896,1896,modifications,6
1897,1897,compelled,18
1898,1898,chain,50
1899,1899,errors,44
1900,1900,spokesmen,13
1901,1901,reforms,14
1902,1902,critical,58
1903,1903,moving,114
1904,1904,showing,61
1905,1905,gain,74
1906,1906,free,259
1907,1907,world,787
1908,1908,arises,14
1909,1909,dealing,43
1910,1910,aggression,10
1911,1911,vice-president,14
1912,1912,richard,71
1913,1913,nixon,25
1914,1914,detroit,21
1915,1915,firmer,6
1916,1916,tougher,10
1917,1917,feels,45
1918,1918,tendency,49
1919,1919,restrained,13
1920,1920,situation,196
1921,1921,hardly,106
1922,1922,restrain,10
1923,1923,raising,34
1924,1924,power,342
1925,1925,monumental,5
1926,1926,cuba,47
1927,1927,correspondent,12
1928,1928,constantly,41
1929,1929,score,66
1930,1930,reply,42
1931,1931,country,324
1932,1932,politics,69
1933,1933,wisdom,44
1934,1934,morton,15
1935,1935,r,38
1936,1936,kentucky,14
1937,1937,responsible,71
1938,1938,outcome,26
1939,1939,coalition,15
1940,1940,susceptible,6
1941,1941,domination,15
1942,1942,assailed,4
1943,1943,direction,134
1944,1944,harvard,34
1945,1945,boston,61
1946,1946,educators,6
1947,1947,invasion,16
1948,1948,exile,4
1949,1949,groups,125
1950,1950,castro,32
1951,1951,regime,23
1952,1952,bloc,10
1953,1953,diplomatic,28
1954,1954,resumption,9
1955,1955,trade,143
1956,1956,;,5566
1957,1957,concentrate,11
1958,1958,constructive,15
1959,1959,efforts,127
1960,1960,latin,50
1961,1961,america,194
1962,1962,conditions,180
1963,1963,totalitarian,6
1964,1964,nationalism,35
1965,1965,feeds,12
1966,1966,intervention,20
1967,1967,specific,115
1968,1968,provocation,5
1969,1969,clearly,128
1970,1970,shipped,6
1971,1971,tolerated,6
1972,1972,until,461
1973,1973,cuban,19
1974,1974,fiasco,4
1975,1975,victories,7
1976,1976,observer,16
1977,1977,blended,4
1978,1978,respected,11
1979,1979,opinions,44
1980,1980,voiced,5
1981,1981,professors,16
1982,1982,early,366
1983,1983,kremlin,11
1984,1984,channels,23
1985,1985,disclosed,14
1986,1986,react,15
1987,1987,eisenhower,50
1988,1988,period,265
1989,1989,strenuous,11
1990,1990,remove,58
1991,1991,pin,16
1992,1992,ban,7
1993,1993,negotiations,20
1994,1994,reviewed,13
1995,1995,changed,95
1996,1996,thus,312
1997,1997,far,426
1998,1998,response,77
1999,1999,emphasis,58
2000,2000,encourage,46
2001,2001,reform,30
2002,2002,recipient,7
2003,2003,nations,175
2004,2004,looked,367
2005,2005,show,288
2006,2006,determination,39
2007,2007,sailing,20
2008,2008,naval,33
2009,2009,fleet,17
2010,2010,southeast,28
2011,2011,asian,10
2012,2012,useless,17
2013,2013,gesture,32
2014,2014,freeze,6
2015,2015,aided,11
2016,2016,pathet,10
2017,2017,faster,18
2018,2018,rate,209
2019,2019,territory,31
2020,2020,exposed,34
2021,2021,huge,55
2022,2022,build-up,4
2023,2023,acclaimed,4
2024,2024,performing,17
2025,2025,great,665
2026,2026,asia,44
2027,2027,seato,5
2028,2028,steamed,6
2029,2029,prepared,102
2030,2030,coping,8
2031,2031,losses,46
2032,2032,want,328
2033,2033,risk,54
2034,2034,all-out,6
2035,2035,war,464
2036,2036,complication,4
2037,2037,concluded,32
2038,2038,ill,26
2039,2039,suited,22
2040,2040,unlike,42
2041,2041,determined,119
2042,2042,neighbors,40
2043,2043,favor,78
2044,2044,neutralized,5
2045,2045,pro-western,12
2046,2046,helped,66
2047,2047,revolt,8
2048,2048,souvanna,6
2049,2049,phouma,4
2050,2050,neutralist,8
2051,2051,appear,117
2052,2052,spark,12
2053,2053,fighting,72
2054,2054,spirit,182
2055,2055,royal,48
2056,2056,certainly,143
2057,2057,energy,100
2058,2058,displayed,21
2059,2059,ideas,143
2060,2060,prince,33
2061,2061,trusting,4
2062,2062,gradually,51
2063,2063,relinquish,6
2064,2064,factor,71
2065,2065,d,50
2066,2066,arkansas,18
2067,2067,25,82
2068,2068,half,275
2069,2069,encouraging,23
2070,2070,removal,41
2071,2071,extraordinary,31
2072,2072,check,88
2073,2073,rapid,43
2074,2074,growth,155
2075,2075,juvenile,18
2076,2076,delinquency,7
2077,2077,deeply,39
2078,2078,vitality,17
2079,2079,nation,139
2080,2080,important,369
2081,2081,assertion,7
2082,2082,establishing,26
2083,2083,crime,35
2084,2084,supported,54
2085,2085,assisted,7
2086,2086,advisory,24
2087,2087,recognized,80
2088,2088,enactment,7
2089,2089,specified,28
2090,2090,disturbing,16
2091,2091,trend,46
2092,2092,offenses,6
2093,2093,multiply,10
2094,2094,labor,149
2095,2095,coordinate,10
2096,2096,assist,26
2097,2097,communities,41
2098,2098,cope,21
2099,2099,simultaneously,38
2100,2100,david,51
2101,2101,youth,82
2102,2102,sense,311
2103,2103,urgency,12
2104,2104,stems,33
2105,2105,doubled,11
2106,2106,1948,21
2107,2107,1959,102
2108,2108,providence,80
2109,2109,organize,14
2110,2110,civil,91
2111,2111,setup,8
2112,2112,full-time,24
2113,2113,raymond,17
2114,2114,h.,71
2115,2115,hawksley,10
2116,2116,cd,8
2117,2117,anyone,140
2118,2118,else,176
2119,2119,locally,11
2120,2120,outline,12
2121,2121,earliest,22
2122,2122,state's,38
2123,2123,part-time,26
2124,2124,noting,17
2125,2125,handed,38
2126,2126,responsibility,118
2127,2127,salary,43
2128,2128,expressed,75
2129,2129,opinion,96
2130,2130,hire,15
2131,2131,basis,184
2132,2132,believed,77
2133,2133,residents,20
2134,2134,job,238
2135,2135,men,763
2136,2136,headquarters,65
2137,2137,pertinent,21
2138,2138,centralized,9
2139,2139,advantage,73
2140,2140,having,279
2141,2141,eligible,14
2142,2142,apply,56
2143,2143,financial,86
2144,2144,equipment,167
2145,2145,procurement,21
2146,2146,radios,7
2147,2147,rescue,15
2148,2148,trucks,22
2149,2149,vehicle,35
2150,2150,central,165
2151,2151,station,105
2152,2152,assign,18
2153,2153,riverside,10
2154,2154,section,189
2155,2155,speaking,62
2156,2156,status,97
2157,2157,bet,20
2158,2158,hundred,171
2159,2159,know,683
2160,2160,enemy,88
2161,2161,narragansett,6
2162,2162,grounds,58
2163,2163,point,395
2164,2164,drive-in,5
2165,2165,theater,52
2166,2166,knowing,50
2167,2167,assemble,9
2168,2168,air,257
2169,2169,vital,56
2170,2170,frequently,91
2171,2171,regular,83
2172,2172,intervals,25
2173,2173,fails,14
2174,2174,consider,127
2175,2175,call,188
2176,2176,september,56
2177,2177,developed,170
2178,2178,things,368
2179,2179,classes,85
2180,2180,drifts,6
2181,2181,level,213
2182,2182,examine,33
2183,2183,revisions,9
2184,2184,notte,20
2185,2185,name,294
2186,2186,move,171
2187,2187,form,370
2188,2188,letter,145
2189,2189,miss,253
2190,2190,mary,87
2191,2191,deputy,17
2192,2192,clerk,34
2193,2193,falls,32
2194,2194,copy,38
2195,2195,released,26
2196,2196,responding,6
2197,2197,urges,8
2198,2198,complete,182
2199,2199,eye,122
2200,2200,perform,29
2201,2201,review,56
2202,2202,atty.,4
2203,2203,gen.,23
2204,2204,joseph,55
2205,2205,nugent,5
2206,2206,views,51
2207,2207,appoint,6
2208,2208,expect,108
2209,2209,religious,165
2210,2210,affected,36
2211,2211,wrote,181
2212,2212,continuous,44
2213,2213,confronts,5
2214,2214,enforcement,19
2215,2215,officers,83
2216,2216,regulating,4
2217,2217,advised,33
2218,2218,activity,116
2219,2219,across,282
2220,2220,statutes,7
2221,2221,bay,57
2222,2222,dating,4
2223,2223,instances,30
2224,2224,colonial,21
2225,2225,times,300
2226,2226,severely,16
2227,2227,limit,48
2228,2228,types,116
2229,2229,merchandise,7
2230,2230,sold,47
2231,2231,concern,98
2232,2232,especially,162
2233,2233,foods,51
2234,2234,placed,126
2235,2235,list,133
2236,2236,neighborhood,58
2237,2237,grocery,9
2238,2238,variety,85
2239,2239,stores,35
2240,2240,chance,131
2241,2241,compete,23
2242,2242,council's,6
2243,2243,small,542
2244,2244,shops,17
2245,2245,retained,22
2246,2246,livelihood,5
2247,2247,thousands,47
2248,2248,declares,11
2249,2249,licenses,6
2250,2250,factory,32
2251,2251,outlets,6
2252,2252,operate,48
2253,2253,contended,12
2254,2254,shopping,27
2255,2255,liberals,26
2256,2256,conservatives,4
